# device,NVIDIA GB10,cc,12.1,SMs,48,L2_bytes,25165824,cold_mult,4,torch,2.13.0+cu130,backend,native,cuda_graph,True,rounds,3,peak_alloc_GiB,1.475
shape,k,n,m,arm,bits,variant,n_rot,graph_calls,us_median,us_r1,us_r2,us_r3,bytes_per_call,gbs,ratio_vs_bf16_linear,calls_per_step,note
f_a_proj  replicated,4096,128,64,exl3,5,warm,1,384,8.820,8.823,8.820,8.819,876800,99.4,1.3851,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,64,exl3,5,coldA,96,384,11.422,11.399,13.484,11.422,876800,76.8,1.4401,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,64,exl3,5,coldB,384,384,12.057,11.445,13.694,12.057,876800,72.7,1.5295,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,1,exl3,6,warm,1,384,5.330,5.335,5.326,5.330,410112,76.9,1.7111,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,1,exl3,6,coldA,96,384,7.911,7.911,7.909,9.750,410112,51.8,1.3371,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,1,exl3,6,coldB,384,384,7.884,7.883,7.884,7.887,410112,52.0,1.3275,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,8,exl3,6,warm,1,384,6.203,6.210,6.203,6.201,469248,75.6,1.3536,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,8,exl3,6,coldA,96,384,7.977,7.977,7.972,9.151,469248,58.8,0.9371,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,8,exl3,6,coldB,384,384,7.951,7.951,7.951,7.956,469248,59.0,0.9365,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,64,exl3,6,warm,1,384,8.788,8.909,8.787,8.788,942336,107.2,1.3801,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,64,exl3,6,coldA,96,384,11.426,12.461,11.426,11.416,942336,82.5,1.4406,0,"in_proj half, 128 wide"
f_a_proj  replicated,4096,128,64,exl3,6,coldB,384,384,11.406,12.373,11.404,11.406,942336,82.6,1.4470,0,"in_proj half, 128 wide"
g_a_proj  replicated,4096,128,1,bf16_linear,16,warm,1,384,3.165,3.166,3.165,3.164,1057024,334.0,,0,identical to f_a
g_a_proj  replicated,4096,128,1,bf16_linear,16,coldA,96,384,5.950,5.972,5.950,5.943,1057024,177.6,,0,identical to f_a
g_a_proj  replicated,4096,128,1,bf16_linear,16,coldB,384,384,5.941,5.942,5.941,5.936,1057024,177.9,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_linear,16,warm,1,384,5.036,4.610,5.183,5.036,1116160,221.6,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_linear,16,coldA,96,384,8.476,8.483,8.476,8.470,1116160,131.7,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_linear,16,coldB,384,384,8.472,8.494,8.472,8.466,1116160,131.8,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_linear,16,warm,1,384,6.416,6.406,6.419,6.416,1589248,247.7,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_linear,16,coldA,96,384,7.987,7.995,7.986,7.987,1589248,199.0,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_linear,16,coldB,384,384,7.893,7.893,7.889,7.902,1589248,201.4,,0,identical to f_a
g_a_proj  replicated,4096,128,1,bf16_matmul,16,warm,1,384,4.438,4.439,4.438,4.433,1057024,238.2,,0,identical to f_a
g_a_proj  replicated,4096,128,1,bf16_matmul,16,coldA,96,384,7.141,7.141,7.140,7.156,1057024,148.0,,0,identical to f_a
g_a_proj  replicated,4096,128,1,bf16_matmul,16,coldB,384,384,7.042,7.042,6.995,8.678,1057024,150.1,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_matmul,16,warm,1,384,4.581,4.942,4.581,4.424,1116160,243.6,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_matmul,16,coldA,96,384,8.842,8.848,8.828,8.842,1116160,126.2,,0,identical to f_a
g_a_proj  replicated,4096,128,8,bf16_matmul,16,coldB,384,384,8.608,8.600,8.608,8.629,1116160,129.7,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_matmul,16,warm,1,384,6.334,6.334,6.322,6.707,1589248,250.9,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_matmul,16,coldA,96,384,8.121,8.121,8.120,8.134,1589248,195.7,,0,identical to f_a
g_a_proj  replicated,4096,128,64,bf16_matmul,16,coldB,384,384,8.561,8.561,10.264,8.374,1589248,185.6,,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,4,warm,1,384,5.562,5.566,5.561,5.562,279040,50.2,1.7573,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,4,coldA,96,384,6.667,6.654,6.667,6.672,279040,41.9,1.1204,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,4,coldB,384,384,7.084,7.085,7.084,7.076,279040,39.4,1.1925,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,4,warm,1,384,5.817,5.817,5.817,5.827,338176,58.1,1.1552,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,4,coldA,96,384,6.877,6.869,6.877,7.008,338176,49.2,0.8114,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,4,coldB,384,384,7.230,7.228,7.230,7.230,338176,46.8,0.8535,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,4,warm,1,384,9.230,9.958,9.230,9.121,811264,87.9,1.4386,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,4,coldA,96,384,13.136,13.428,13.136,12.212,811264,61.8,1.6448,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,4,coldB,384,384,12.478,13.849,12.462,12.478,811264,65.0,1.5810,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,5,warm,1,384,6.981,6.986,6.977,6.981,344576,49.4,2.2054,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,5,coldA,96,384,8.552,10.444,8.552,8.544,344576,40.3,1.4372,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,5,coldB,384,384,8.702,8.702,8.701,8.727,344576,39.6,1.4649,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,5,warm,1,384,7.146,7.147,7.146,7.144,403712,56.5,1.4190,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,5,coldA,96,384,8.723,9.064,8.723,8.721,403712,46.3,1.0292,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,5,coldB,384,384,9.217,10.577,9.217,8.870,403712,43.8,1.0880,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,5,warm,1,384,9.147,8.842,9.416,9.147,876800,95.9,1.4256,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,5,coldA,96,384,12.415,11.435,12.596,12.415,876800,70.6,1.5544,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,5,coldB,384,384,11.491,11.491,13.548,11.474,876800,76.3,1.4558,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,6,warm,1,384,5.324,5.321,5.325,5.324,410112,77.0,1.6822,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,6,coldA,96,384,7.922,7.932,7.922,7.918,410112,51.8,1.3315,0,identical to f_a
g_a_proj  replicated,4096,128,1,exl3,6,coldB,384,384,7.874,7.874,7.872,7.880,410112,52.1,1.3255,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,6,warm,1,384,6.208,6.210,6.208,6.206,469248,75.6,1.2327,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,6,coldA,96,384,7.979,7.978,7.991,7.979,469248,58.8,0.9415,0,identical to f_a
g_a_proj  replicated,4096,128,8,exl3,6,coldB,384,384,7.952,7.976,7.952,7.952,469248,59.0,0.9387,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,6,warm,1,384,8.859,9.775,8.859,8.856,942336,106.4,1.3808,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,6,coldA,96,384,12.518,12.773,12.518,11.518,942336,75.3,1.5674,0,identical to f_a
g_a_proj  replicated,4096,128,64,exl3,6,coldB,384,384,11.483,11.483,11.494,11.464,942336,82.1,1.4549,0,identical to f_a
in_proj_fg_a (fa+ga),4096,256,1,bf16_linear,16,warm,1,200,4.235,4.458,4.235,4.002,2105856,497.2,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,bf16_linear,16,coldA,48,200,9.741,9.767,9.741,9.734,2105856,216.2,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,bf16_linear,16,coldB,192,200,9.720,9.771,9.720,9.717,2105856,216.6,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_linear,16,warm,1,200,5.273,5.281,5.272,5.273,2166784,410.9,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_linear,16,coldA,48,200,12.079,12.081,12.078,12.079,2166784,179.4,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_linear,16,coldB,192,200,12.248,12.248,12.255,12.248,2166784,176.9,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_linear,16,warm,1,200,6.605,6.594,6.605,6.607,2654208,401.9,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_linear,16,coldA,48,200,11.959,11.959,13.133,11.500,2654208,221.9,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_linear,16,coldB,192,200,11.498,11.506,11.471,11.498,2654208,230.8,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,bf16_matmul,16,warm,1,200,7.064,7.065,7.059,7.064,2105856,298.1,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,bf16_matmul,16,coldA,48,200,11.122,11.108,11.131,11.122,2105856,189.3,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,bf16_matmul,16,coldB,192,200,10.868,10.868,10.857,10.896,2105856,193.8,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_matmul,16,warm,1,200,5.440,5.440,5.432,5.441,2166784,398.3,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_matmul,16,coldA,48,200,13.871,13.905,13.871,13.853,2166784,156.2,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,bf16_matmul,16,coldB,192,200,14.539,14.537,14.539,14.551,2166784,149.0,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_matmul,16,warm,1,200,6.771,6.771,6.762,6.777,2654208,392.0,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_matmul,16,coldA,48,200,11.527,11.527,11.539,11.489,2654208,230.3,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,bf16_matmul,16,coldB,192,200,11.657,11.657,11.609,12.764,2654208,227.7,,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,4,warm,1,200,5.748,5.740,5.748,5.749,541696,94.2,1.3573,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,4,coldA,48,200,8.057,6.914,9.073,8.057,541696,67.2,0.8271,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,4,coldB,192,200,7.876,7.880,7.866,7.876,541696,68.8,0.8103,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,4,warm,1,200,6.007,6.010,6.001,6.007,602624,100.3,1.1391,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,4,coldA,48,200,6.641,6.630,6.644,6.641,602624,90.7,0.5498,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,4,coldB,192,200,8.021,8.020,8.021,8.024,602624,75.1,0.6549,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,4,warm,1,200,10.449,10.464,10.442,10.449,1090048,104.3,1.5821,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,4,coldA,48,200,11.580,11.541,11.580,11.589,1090048,94.1,0.9684,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,4,coldB,192,200,11.806,11.806,11.802,11.823,1090048,92.3,1.0267,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,5,warm,1,200,6.945,6.945,6.928,7.649,672768,96.9,1.6399,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,5,coldA,48,200,9.992,9.987,9.992,12.686,672768,67.3,1.0257,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,5,coldB,192,200,10.263,10.274,10.256,10.263,672768,65.6,1.0558,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,5,warm,1,200,6.410,6.410,6.398,6.412,733696,114.5,1.2155,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,5,coldA,48,200,8.438,8.440,8.438,8.415,733696,87.0,0.6986,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,5,coldB,192,200,8.727,8.743,8.726,8.727,733696,84.1,0.7125,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,5,warm,1,200,12.086,12.085,12.087,12.086,1221120,101.0,1.8299,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,5,coldA,48,200,13.511,16.272,13.511,13.454,1221120,90.4,1.1298,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,5,coldB,192,200,13.531,13.529,13.531,13.537,1221120,90.2,1.1768,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,6,warm,1,200,6.107,6.107,6.094,6.109,803840,131.6,1.4420,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,6,coldA,48,200,8.969,8.969,8.970,8.945,803840,89.6,0.9207,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,1,exl3,6,coldB,192,200,9.013,9.010,9.015,9.013,803840,89.2,0.9272,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,6,warm,1,200,6.404,6.414,6.404,6.402,864768,135.0,1.2144,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,6,coldA,48,200,9.144,9.141,9.144,9.169,864768,94.6,0.7570,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,8,exl3,6,coldB,192,200,9.178,9.186,9.178,9.163,864768,94.2,0.7493,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,6,warm,1,200,10.288,10.285,10.288,10.291,1352192,131.4,1.5576,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,6,coldA,48,200,11.802,11.810,11.802,11.791,1352192,114.6,0.9869,34,EXL3 arm of the split
in_proj_fg_a (fa+ga),4096,256,64,exl3,6,coldB,192,200,12.667,11.807,14.765,12.667,1352192,106.7,1.1017,34,EXL3 arm of the split
in_proj_bfg_a TODAY,4096,278,1,bf16_linear,16,warm,1,200,4.351,4.353,4.351,4.351,2286124,525.4,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,1,bf16_linear,16,coldA,45,200,10.612,10.628,10.612,10.607,2286124,215.4,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,1,bf16_linear,16,coldB,177,200,10.627,10.657,10.627,10.614,2286124,215.1,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_linear,16,warm,1,200,6.520,6.520,6.504,6.521,2347360,360.0,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_linear,16,coldA,45,200,13.634,13.634,13.551,15.993,2347360,172.2,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_linear,16,coldB,177,200,15.512,16.279,15.512,14.285,2347360,151.3,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_linear,16,warm,1,200,10.343,10.336,10.353,10.343,2837248,274.3,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_linear,16,coldA,45,200,14.286,14.286,14.243,14.289,2837248,198.6,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_linear,16,coldB,177,200,15.016,14.990,15.048,15.016,2837248,188.9,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,1,bf16_matmul,16,warm,1,200,5.998,5.994,6.002,5.998,2286124,381.2,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,1,bf16_matmul,16,coldA,45,200,14.327,15.699,14.327,13.867,2286124,159.6,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,1,bf16_matmul,16,coldB,177,200,13.584,13.584,13.572,13.613,2286124,168.3,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_matmul,16,warm,1,200,8.174,8.167,8.174,8.174,2347360,287.2,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_matmul,16,coldA,45,200,16.619,16.619,16.655,16.613,2347360,141.2,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,8,bf16_matmul,16,coldB,177,200,16.511,16.511,16.508,16.539,2347360,142.2,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_matmul,16,warm,1,200,9.476,9.476,9.477,9.470,2837248,299.4,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_matmul,16,coldA,45,200,16.143,17.949,16.132,16.143,2837248,175.8,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_bfg_a TODAY,4096,278,64,bf16_matmul,16,coldB,177,200,16.273,16.273,16.278,16.232,2837248,174.4,,34,"256 fg_a + 22 b_proj, bf16"
in_proj_b  TP3/rank,4096,22,1,bf16_linear,16,warm,1,2235,2.575,2.576,2.575,2.575,188460,73.2,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,1,bf16_linear,16,coldA,559,2235,3.608,3.609,3.605,3.608,188460,52.2,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,1,bf16_linear,16,coldB,2235,2235,3.596,3.595,3.601,3.596,188460,52.4,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_linear,16,warm,1,2235,4.059,4.059,4.059,4.057,246112,60.6,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_linear,16,coldA,559,2235,5.634,5.635,5.634,5.630,246112,43.7,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_linear,16,coldB,2235,2235,5.630,5.630,5.625,5.739,246112,43.7,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_linear,16,warm,1,2235,4.644,4.649,4.481,4.644,707328,152.3,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_linear,16,coldA,559,2235,6.220,6.225,6.220,5.829,707328,113.7,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_linear,16,coldB,2235,2235,6.198,6.198,5.816,6.220,707328,114.1,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,1,bf16_matmul,16,warm,1,2235,3.967,3.970,3.967,3.965,188460,47.5,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,1,bf16_matmul,16,coldA,559,2235,5.413,5.410,5.413,5.416,188460,34.8,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,1,bf16_matmul,16,coldB,2235,2235,5.403,5.403,5.399,5.517,188460,34.9,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_matmul,16,warm,1,2235,37.502,37.500,37.542,37.502,246112,6.6,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_matmul,16,coldA,559,2235,37.759,37.770,37.759,37.757,246112,6.5,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,8,bf16_matmul,16,coldB,2235,2235,37.764,37.764,37.825,37.756,246112,6.5,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_matmul,16,warm,1,2235,5.545,5.545,5.542,5.547,707328,127.6,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_matmul,16,coldA,559,2235,7.182,7.181,7.182,7.581,707328,98.5,,34,"64->66 pad /3 = 22, not 128-aligned"
in_proj_b  TP3/rank,4096,22,64,bf16_matmul,16,coldB,2235,2235,7.181,7.174,7.567,7.181,707328,98.5,,34,"64->66 pad /3 = 22, not 128-aligned"
b_proj replicated,4096,128,1,bf16_linear,16,warm,1,384,3.802,3.802,4.439,3.776,1057024,278.0,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,bf16_linear,16,coldA,96,384,5.935,5.936,5.935,5.935,1057024,178.1,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,bf16_linear,16,coldB,384,384,6.150,5.961,6.150,7.139,1057024,171.9,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_linear,16,warm,1,384,4.618,4.619,4.618,4.611,1116160,241.7,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_linear,16,coldA,96,384,8.485,8.492,8.485,8.485,1116160,131.5,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_linear,16,coldB,384,384,8.471,8.473,8.454,8.471,1116160,131.8,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_linear,16,warm,1,384,6.276,6.276,6.273,6.292,1589248,253.2,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_linear,16,coldA,96,384,8.362,7.916,8.362,9.423,1589248,190.0,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_linear,16,coldB,384,384,7.866,7.868,7.866,7.859,1589248,202.0,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,bf16_matmul,16,warm,1,384,4.497,4.491,4.497,4.501,1057024,235.0,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,bf16_matmul,16,coldA,96,384,7.144,7.144,7.145,7.137,1057024,148.0,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,bf16_matmul,16,coldB,384,384,7.009,7.009,7.017,7.005,1057024,150.8,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_matmul,16,warm,1,384,4.472,4.472,4.470,4.478,1116160,249.6,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_matmul,16,coldA,96,384,8.768,8.768,8.768,8.795,1116160,127.3,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,bf16_matmul,16,coldB,384,384,8.614,8.597,8.614,8.620,1116160,129.6,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_matmul,16,warm,1,384,6.463,6.479,6.458,6.463,1589248,245.9,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_matmul,16,coldA,96,384,8.178,8.178,8.176,8.197,1589248,194.3,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,bf16_matmul,16,coldB,384,384,8.387,8.395,8.387,8.383,1589248,189.5,,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,4,warm,1,384,5.577,5.583,5.577,5.575,279040,50.0,1.4670,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,4,coldA,96,384,6.854,6.858,6.854,6.850,279040,40.7,1.1548,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,4,coldB,384,384,7.104,7.104,7.101,7.125,279040,39.3,1.1551,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,4,warm,1,384,5.864,5.868,5.864,5.858,338176,57.7,1.2699,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,4,coldA,96,384,6.741,6.741,6.753,6.730,338176,50.2,0.7944,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,4,coldB,384,384,7.263,7.263,7.256,9.014,338176,46.6,0.8575,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,4,warm,1,384,9.168,9.162,9.168,9.189,811264,88.5,1.4607,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,4,coldA,96,384,12.083,12.059,12.083,13.786,811264,67.1,1.4450,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,4,coldB,384,384,13.493,12.519,13.769,13.493,811264,60.1,1.7154,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,5,warm,1,384,7.257,7.407,7.257,7.150,344576,47.5,1.9090,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,5,coldA,96,384,8.387,8.387,8.381,8.389,344576,41.1,1.4131,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,5,coldB,384,384,8.694,8.697,8.693,8.694,344576,39.6,1.4137,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,5,warm,1,384,7.156,7.157,7.156,7.156,403712,56.4,1.5498,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,5,coldA,96,384,8.564,8.560,8.564,8.582,403712,47.1,1.0093,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,5,coldB,384,384,8.867,8.867,8.864,10.901,403712,45.5,1.0467,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,5,warm,1,384,8.863,8.863,8.864,8.851,876800,98.9,1.4121,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,5,coldA,96,384,11.342,11.342,11.322,12.636,876800,77.3,1.3563,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,5,coldB,384,384,11.491,11.491,11.481,13.722,876800,76.3,1.4609,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,6,warm,1,384,5.345,5.351,5.336,5.345,410112,76.7,1.4060,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,6,coldA,96,384,7.861,7.900,7.861,7.859,410112,52.2,1.3245,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,1,exl3,6,coldB,384,384,7.917,7.910,7.917,7.920,410112,51.8,1.2872,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,6,warm,1,384,6.219,6.222,6.218,6.219,469248,75.5,1.3468,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,6,coldA,96,384,7.937,7.937,7.961,7.937,469248,59.1,0.9355,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,8,exl3,6,coldB,384,384,8.050,9.980,8.050,7.946,469248,58.3,0.9503,0,64 -> 128 pad if replicated
b_proj replicated,4096,128,64,exl3,6,warm,1,384,8.937,8.846,9.524,8.937,942336,105.4,1.4239,0,64 -> 128 pad if replicated
